"","target","acousticness","danceability","duration_ms","instrumentalness","loudness","speechiness","valence","key",".fitted",".resid",".std.resid",".hat",".sigma",".cooksd"
"22","1",0.00024,0.747,307680,0.369,-4.134,0.0323,0.77,"Other",0.686933522746632,0.866623050700503,0.868019693575284,0.00321540925066507,1.1173440260909,0.000147487590744169
"23","1",0.118,0.854,287086,0,-8.553,0.395,0.441,"Other",0.85176009138842,0.566481022951634,0.567948636049254,0.00516144173879741,1.11744014358848,9.07640071840042e-05
"24","1",0.000596,0.224,132760,1.35e-06,-1.71,0.0834,0.364,"Other",0.190048009693072,1.82234933870836,1.82623103497313,0.00424652836684843,1.11676797175974,0.00182526666482801
"25","1",0.279,0.512,203400,1.54e-05,-5.892,0.0316,0.401,"Other",0.257194422268454,1.64798238656417,1.6491881649887,0.00146173451519009,1.11690529216063,0.000423401787807848
"26","1",0.00219,0.781,205160,0.269,-6.758,0.036,0.795,"Other",0.661731466212639,0.908730373104731,0.909955914773459,0.00269181475783916,1.11732739309464,0.000138345875947358
"27","1",0.341,0.411,199500,1.42e-06,-6.889,0.383,0.598,"Other",0.582620374495338,1.03944164184202,1.04477112976323,0.0101761900367997,1.11726860422836,0.000744072052760995
"28","1",0.018,0.646,188333,0.0403,-6.615,0.134,0.32,"Other",0.505376572636763,1.1682905796116,1.16944658216157,0.00197603073293451,1.11720701642366,0.000194165170290274
"29","1",0.0516,0.782,228562,0,-7.467,0.0385,0.237,"Other",0.465908364375505,1.23593390370543,1.23828967283383,0.0038012564069147,1.1171700351486,0.000439086874489019
"30","1",0.282,0.735,186096,0.125,-12.766,0.102,0.326,"Other",0.559380074745152,1.07789249725941,1.08016016596366,0.00419435640067355,1.11725182784394,0.000333175688359696
"31","1",0.00791,0.45,220934,0,-12.037,0.156,0.137,"D",0.655698398721346,0.918753888488003,0.923735496384586,0.0107567052984381,1.11732175643246,0.000577175595167454
"32","1",0.0219,0.897,285240,1.31e-06,-8.828,0.0534,0.27,"D",0.724480302037228,0.802870731743812,0.806587917569954,0.00919582443865137,1.1173669745662,0.000356238691419083
"33","1",0.0358,0.959,213000,0,-5.534,0.0713,0.424,"Other",0.566408775923553,1.06624503985468,1.068796758405,0.00476923691338665,1.11725727567005,0.000368597022616869
"34","1",0.0324,0.742,280831,0,-5.876,0.141,0.429,"Other",0.604574886144637,1.00322453664906,1.00410048767357,0.00174398669629214,1.11728719398236,0.000114465192582099
"35","1",0.118,0.805,232880,0,-7.771,0.0458,0.683,"Other",0.56201955528808,1.0735163098971,1.07458247333543,0.00198334620113546,1.1172545090949,0.000155176604708091
"36","1",0.0428,0.667,230693,0,-5.164,0.323,0.372,"Other",0.681776397632688,0.875275428200829,0.877334589272157,0.0046886207481493,1.11734039936727,0.000220911127287833
"37","1",0.297,0.722,175613,0,-3.916,0.081,0.855,"Other",0.402153793752335,1.34975604610739,1.35168936530878,0.00285855114237245,1.11710450507427,0.00042739529388504
"38","1",0.0565,0.853,205879,0,-7.535,0.194,0.677,"Other",0.716664285952004,0.816269279663876,0.817287046066003,0.0024890464017328,1.1173630989123,9.8897019646912e-05
"39","1",0.0128,0.747,213507,0,-5.137,0.126,0.571,"Other",0.568081400995585,1.06347596015817,1.06414818822025,0.00126301157020646,1.11725948766684,9.62712022555102e-05
"40","1",0.135,0.777,237187,5.5e-05,-7.431,0.0327,0.848,"Other",0.562109206879689,1.07336771860769,1.07466785988712,0.00241815144487198,1.11725446815342,0.000189291684098715
"41","1",0.00041,0.731,324541,0.625,-6.08,0.0476,0.622,"Other",0.779267846558526,0.706258392335743,0.707449129411834,0.00336345028090634,1.11740045698665,9.59158180727833e-05
"42","1",0.00356,0.76,186122,0,-8.751,0.164,0.069,"Other",0.563873167296616,1.07044470520741,1.07381619397686,0.00626959439172328,1.1172548763678,0.000491058991455182
"43","1",0.00156,0.624,183000,1.54e-06,-5.33,0.0473,0.318,"Other",0.372714821275333,1.40494961189402,1.40637313444362,0.00202336360700143,1.11707085280476,0.000341917673056692
"44","1",0.00243,0.621,378893,0.00856,-5.619,0.242,0.0891,"Other",0.657987242311315,0.914953262663628,0.917898273496952,0.00640656266628221,1.11732415454688,0.000337312537011153
"45","1",0.533,0.64,234526,0,-4.108,0.455,0.624,"Other",0.635762805974261,0.951766496347961,0.958425658355732,0.0138477678467147,1.11730719088594,0.000815794972950375
"46","1",0.00631,0.715,213093,0,-5.379,0.108,0.607,"D",0.669316937870299,0.89609997472641,0.898970655563474,0.00637639805084394,1.11733182600567,0.000319088944598845
"47","1",0.00182,0.7,386160,0.711,-10.714,0.0575,0.947,"D",0.938472332480145,0.356375936239713,0.357073791717293,0.00390492698540959,1.11748365301802,2.58024123792255e-05
"48","1",0.0923,0.789,175240,0.000408,-13.702,0.0456,0.832,"Other",0.678413138381272,0.880907291347165,0.883951432972173,0.00687571697258396,1.11733779959777,0.000330456909335476
"49","1",0.375,0.796,252547,0.00457,-6.202,0.0653,0.973,"Other",0.514477554684169,1.15291226912722,1.15511492319868,0.0038101039813686,1.11721444903602,0.000362322615312009
"50","1",0.183,0.716,576888,0.058,-4.814,0.0689,0.93,"D#",0.630016340066246,0.961259094437934,0.978925798608788,0.0357683665450171,1.1172983308915,0.00225926454900382
"51","1",0.0185,0.74,241341,0.0624,-6.039,0.0808,0.852,"D",0.741928706236223,0.772660499405318,0.775144509047692,0.00639888308396778,1.11737806896377,0.00022545379872203
"52","1",0.0638,0.7,224480,0.112,-6.227,0.0292,0.745,"Other",0.538244464207227,1.11305204513447,1.11399354301744,0.00168959691509639,1.11723526619335,0.000145440196692163
"53","1",0.456,0.514,215613,0.000181,-7.062,0.0267,0.532,"Other",0.244825131034435,1.67762395915097,1.67924236291549,0.00192661156670703,1.11688296817645,0.000596569085460698
"54","1",0.128,0.313,286960,0.0787,-7.265,0.0335,0.186,"Other",0.300171943568053,1.55138636276337,1.55384509347376,0.00316220121468768,1.11697344125119,0.000741927994933181
"55","1",0.246,0.676,254769,0,-8.699,0.0366,0.301,"Other",0.398482935067651,1.35653278956729,1.35792546713584,0.00205013226824484,1.11710073485365,0.000310743931837825
"56","1",0.12,0.532,213622,0,-9.912,0.187,0.486,"Other",0.579858197588949,1.04400353663106,1.04559772774318,0.00304701466435917,1.11726821875104,0.000222125941169104
"57","1",0.00426,0.646,283067,0.277,-10.775,0.0427,0.176,"Other",0.624492480762378,0.970377235822767,0.972192377134543,0.00373063370117695,1.11730126170869,0.000226006266001022
"58","1",0.193,0.598,238307,0.138,-15.086,0.0647,0.0359,"D",0.650337487034328,0.92764631192466,0.932973199272663,0.0113865654470018,1.11731793021786,0.000626397501499199
"59","1",0.0174,0.754,113373,9.4e-05,-8.873,0.127,0.599,"Other",0.585051502980169,1.03542783074744,1.03762562090015,0.00423170466068875,1.11727192376506,0.000302690546390286
"60","1",0.000392,0.294,311360,0.865,-3.626,0.0378,0.136,"D",0.656741865852159,0.917021522046891,0.923539908020381,0.0140662734489829,1.11732183703254,0.000756327244083102
"61","1",0.435,0.622,287427,0.471,-14.36,0.0331,0.328,"D",0.714298088354741,0.820310810698761,0.823383763751107,0.00745027749794288,1.11736086758786,0.000302483411819004
"62","1",0.257,0.559,225347,0.000171,-8.699,0.0469,0.671,"Other",0.415830957352777,1.32474635596539,1.32594690866727,0.00181004108920031,1.11711988463232,0.000255201815884672
"63","1",0.000145,0.54,293646,0.753,-6.64,0.0406,0.87,"Other",0.781475447134412,0.702241478735719,0.704229247874176,0.00563726595963641,1.11740147091132,0.000159427687931477
"64","1",0.273,0.793,232251,0,-6.641,0.0572,0.887,"Other",0.522925717788007,1.13869737507614,1.14016011988785,0.00256421267001418,1.11722210705579,0.000235141970545228
"65","1",0.374,0.549,223720,3.5e-06,-11.164,0.0633,0.785,"Other",0.455037891050559,1.25489010392491,1.25714108294959,0.0035779019640777,1.11715953945359,0.00043157917513989
"66","1",0.00266,0.557,186397,0.771,-10.088,0.0578,0.259,"Other",0.699668881575573,0.84516043704327,0.847727806121544,0.00604788797217013,1.11735179261107,0.000262772910204029
"67","1",0.000546,0.597,279240,0.051,-8.39,0.03,0.361,"D",0.62473663338712,0.969974334335314,0.973571645639606,0.0073762734445122,1.11730066301057,0.000449683447480146
"68","1",0.00781,0.879,213786,1.45e-05,-7.83,0.0775,0.277,"Other",0.569451154315128,1.06120899844812,1.06382012753867,0.00490294277432823,1.11725964340833,0.000374362114886716
"69","1",0.125,0.726,334173,0.89,-10.742,0.0433,0.472,"Other",0.844163499494322,0.58208089363495,0.583220803872956,0.00390519764763124,1.11743622205879,7.26581420509398e-05
"70","1",0.00158,0.857,134062,0,-4.664,0.0995,0.251,"D",0.577181914596907,1.04842528161572,1.0544608617673,0.0114149457407556,1.11726406633208,0.00085563119833062
"71","1",0.0132,0.807,330920,0.666,-5.485,0.0399,0.797,"Other",0.819280164082216,0.63139397041603,0.632692481442415,0.004100502408822,1.11742280435565,9.11967640143337e-05
"72","1",0.783,0.596,196627,0.569,-6.546,0.03,0.197,"Other",0.241976871796403,1.68458489158718,1.69087753464238,0.00742920029655105,1.11687421730593,0.00236225989523637
"73","1",0.518,0.683,155133,2.08e-05,-6.852,0.0289,0.967,"Other",0.320223955764415,1.50912866662429,1.51265673837989,0.00465929551078849,1.11700162562733,0.000998363658210107
"74","1",0.0548,0.768,239908,0.13,-5.915,0.0427,0.887,"Other",0.622999294502739,0.972841089402257,0.974000776302962,0.00237986774249018,1.11730047656494,0.000144702828737495
"75","1",0.727,0.506,160400,0,-5.626,0.105,0.936,"Other",0.229382160491745,1.71602205303886,1.72150321473563,0.00635774107992577,1.11685089440488,0.00216332689664161
"76","1",0.000313,0.457,293533,0.000215,-5.295,0.0471,0.297,"Other",0.377668813900078,1.39551970327405,1.39723701504339,0.00245664321332697,1.11707656807322,0.000406807513915959
"77","1",0.34,0.468,386760,0.821,-8.131,0.0278,0.324,"Other",0.630467758213845,0.960513676881525,0.963578502172858,0.00635122345592468,1.11730498151716,0.000377034458203321
"78","1",0.47,0.537,232453,1.86e-05,-8.261,0.0289,0.549,"Other",0.281582619382475,1.59206116562523,1.59358599555144,0.00191279342348968,1.11694552895233,0.000489893952421639
"79","1",0.855,0.515,378253,0.463,-13.382,0.0351,0.194,"D#",0.270141061884308,1.6179066753003,1.63457071001431,0.02028556097835,1.11691600399055,0.00571000295513428
"80","1",0.00502,0.429,196933,1.54e-05,-6.156,0.0371,0.174,"D",0.398758799564544,1.35602253466018,1.36166968685574,0.00827725290677928,1.11709846283044,0.00126894888617787
"81","1",0.555,0.791,187210,0.00155,-8.377,0.0588,0.733,"Other",0.378211056881342,1.39449122452945,1.3969793873689,0.00355903175947012,1.11707672869656,0.000589301419492327
"82","1",0.186,0.711,221350,0,-6.248,0.252,0.403,"Other",0.59840262930962,1.01340165623681,1.0149517754867,0.00305223470002157,1.11728230628791,0.00020609643743037
"83","1",0.0249,0.683,201049,0.627,-8.569,0.222,0.921,"Other",0.877862132897685,0.510422808485498,0.511419040969157,0.00389215920797527,1.11745375356716,5.45760242673585e-05
"84","1",0.0108,0.309,257867,0.854,-16.4,0.0366,0.46,"Other",0.799094727642532,0.669739923392542,0.672843807590064,0.00920488507194039,1.11741111171346,0.000235745670723644
"85","1",0.193,0.867,460400,0.000219,-7.54,0.237,0.761,"Other",0.844943485594397,0.580492092650659,0.582020084600215,0.00524375791182102,1.1174365341442,9.72459766779755e-05
"86","1",0.0192,0.619,275533,0.263,-9.366,0.0343,0.853,"Other",0.698096053817644,0.847819052355269,0.849287337302918,0.00345469822926306,1.1173512022346,0.000150442184874749
"87","1",0.00776,0.898,429897,0.292,-11.089,0.0571,0.868,"Other",0.886365826181446,0.491173120657033,0.492073149204181,0.0036547633132406,1.11745808380176,4.71992952733703e-05
"88","1",0.17,0.589,206240,0.000406,-8.109,0.076,0.76,"Other",0.486989874006073,1.19959322164728,1.20083136112381,0.00206107404127567,1.11719041952292,0.00021801765976794
"89","1",0.0221,0.606,234987,1.65e-05,-9.168,0.0729,0.958,"Other",0.637173974640583,0.949434089438484,0.951621055834731,0.00459101529165259,1.11731009031622,0.000263843274927594
"90","1",0.0397,0.786,302840,0.272,-11.416,0.262,0.68,"Other",0.892158776478984,0.477726201302307,0.478365707868329,0.00267192690061858,1.11746105089935,3.24706617092123e-05
"91","1",0.0213,0.734,321933,0,-9.682,0.386,0.72,"Other",0.893045282853164,0.475642703526766,0.476662539426749,0.00427449119124423,1.11746141371034,5.16335068844169e-05
"92","1",0.0454,0.812,268421,0,-4.502,0.0491,0.399,"Other",0.491545451734609,1.19180608163987,1.19352387420615,0.00287645086506255,1.11719432314482,0.000299259170809696
"93","1",0.00672,0.876,213246,1.06e-05,-5.471,0.0645,0.249,"Other",0.49838212961807,1.18015945333941,1.18312040261661,0.0049990586664537,1.11719983949404,0.000508220043160917
"94","1",0.00488,0.601,467587,0.0365,-5.866,0.0448,0.566,"Other",0.635473949017696,0.952243857511273,0.95558190309762,0.00697421190816525,1.11730840511917,0.000405699903550849
"95","1",0.00419,0.748,213053,0,-3.103,0.0531,0.533,"Other",0.446532094603668,1.26983778557539,1.27102009486538,0.0018595447857073,1.11715171077063,0.000231346582708829
"96","1",0.17,0.615,214150,0,-3.903,0.0677,0.601,"Other",0.371689738145256,1.40690853288727,1.40780627898996,0.00127497635655121,1.11706995289221,0.000216074665850412
"97","1",0.0604,0.799,333520,0,-8.208,0.0396,0.833,"Other",0.683645944575173,0.872141181533926,0.873615844437842,0.00337314918988218,1.11734185189196,0.000157149334761803
"98","1",0.0571,0.398,247390,0.0172,-7.388,0.0374,0.689,"Other",0.422019590190796,1.31354752009247,1.31609942254995,0.00387421855561205,1.11712568965568,0.000534732109066706
"99","1",0.716,0.685,427227,0.518,-9.031,0.0475,0.649,"Other",0.596882602145583,1.01590829433494,1.02037816127719,0.00874200716071256,1.11727984239334,0.0006008697978137
"100","1",0.0151,0.706,299799,0,-6.492,0.055,0.463,"Other",0.546205888958938,1.09978114942102,1.10079500253114,0.00184118971978686,1.11724178775118,0.000153532997858507
"101","1",0.228,0.63,315595,0.00661,-4.914,0.059,0.805,"Other",0.483195280244761,1.20609651364608,1.2080012624503,0.00315106810095896,1.11718656622645,0.000339158636965261
"102","1",0.017,0.57,237480,5.74e-05,-5.822,0.0844,0.267,"Other",0.417624453784217,1.32149361422275,1.32260008111555,0.00167246937603743,1.11712186242118,0.000234007237147138
"103","1",0.247,0.525,292760,0,-6.874,0.816,0.943,"Other",0.952470929227536,0.312075929680795,0.313533940037757,0.00927886979269771,1.11749016558395,4.71736872289852e-05
"104","1",0.123,0.698,236760,0,-5.332,0.105,0.46,"Other",0.476672899417237,1.21731242397446,1.21796218063879,0.00106667244524971,1.11718117487002,0.000117357496019226
"105","1",0.00705,0.763,213375,0.032,-4.722,0.0533,0.347,"Other",0.456992437672731,1.25146988456529,1.25305887741958,0.00253457421520535,1.11716182571885,0.000302695646480238
"106","1",0.181,0.511,160907,0,-7.032,0.042,0.814,"Other",0.374589487210978,1.4013740067555,1.40366181258332,0.00325711133316012,1.1170725528122,0.000547363588911037
"107","1",0.378,0.506,159253,0.0293,-5.78,0.0392,0.855,"Other",0.288235844517656,1.57732446211324,1.5801836354709,0.00361551228511778,1.11695502104388,0.000899298877978005
"108","1",0.677,0.513,162040,6.43e-05,-5.072,0.0315,0.521,"Other",0.139381754727787,1.98521468538166,1.98835253874698,0.00315374397046551,1.11662993628157,0.00195963275636546
"109","1",0.488,0.251,126827,7.34e-06,-2.685,0.128,0.587,"Other",0.142955602868204,1.9724204249505,1.97704971906768,0.00467754987524297,1.11663994093184,0.0028306942696962
"110","1",0.487,0.559,111270,0,-3.265,0.0329,0.842,"Other",0.192367038401575,1.815681730649,1.81954920148634,0.00424650310015638,1.11677340878315,0.00179808882310505
"111","1",0.7,0.431,158685,6.37e-06,-7.945,0.0365,0.632,"Other",0.162784192885834,1.90542904639538,1.90870153069076,0.00342607672528855,1.11669922205083,0.00177420269794695
"112","1",0.403,0.683,142333,0,-7.445,0.114,0.93,"Other",0.44235184764873,1.27722329932413,1.27973782715483,0.00392589389488512,1.11714674941158,0.000498824388744775
"113","1",0.656,0.78,149440,0,-10.251,0.0329,0.967,"D",0.490109606995078,1.19425811711437,1.20187035144033,0.0126271983945816,1.11718986256378,0.00134749852393383
"114","1",0.00904,0.614,196352,0.000131,-2.536,0.143,0.354,"Other",0.416860591858247,1.32287824471386,1.32423677268016,0.0020507376637568,1.11712089585248,0.000288054547424595
"115","1",0.141,0.661,196615,0,-10.113,0.548,0.657,"Other",0.888421076059202,0.486434915746548,0.488391575659681,0.00799661785177526,1.11745888894497,0.000102057130302234
"116","1",0.119,0.564,213622,0,-9.912,0.155,0.489,"Other",0.562229659824476,1.07316808113877,1.07449437465904,0.00246716037169715,1.11725455133338,0.000193052556907093
"117","1",0.0659,0.751,202533,0,-6.59,0.125,0.168,"Other",0.481417136295459,1.20914941795888,1.21141614473503,0.00373877483256005,1.11718472290843,0.000405769567031695
"118","1",0.00257,0.896,267024,0.000258,-8.008,0.0571,0.564,"D",0.759356102063488,0.742003286966342,0.744630854717414,0.00704491844505093,1.11738841348855,0.000226436342277721
"119","1",0.00256,0.618,196693,0,-5.738,0.318,0.601,"Other",0.707569535750381,0.831768441993509,0.833631814467198,0.00446549638131289,1.11735707955087,0.000186213256947251
"120","1",0.0244,0.746,222093,0,-3.803,0.128,0.808,"Other",0.593514014740756,1.02146409774861,1.02235598432059,0.00174400610365243,1.11727894107841,0.000119861234305942
"121","1",0.013,0.888,200080,4.85e-06,-7.797,0.154,0.221,"Other",0.623109027276337,0.972660035009361,0.975355562026407,0.00551963282950247,1.11729988740792,0.000337574360591941
"122","1",0.0127,0.443,318750,0.952,-6.24,0.0515,0.138,"Other",0.690950020751076,0.859869509518706,0.863084627358069,0.0074364189628584,1.11734593185007,0.000337620852396233
"123","1",0.00943,0.507,282273,0.0018,-2.325,0.188,0.472,"Other",0.500673588525011,1.17626604995533,1.17817626006042,0.00324002720352536,1.11720244414326,0.000325235043299245
"124","1",0.000758,0.695,253773,0.000103,-3.331,0.193,0.612,"Other",0.616363087365171,0.983787641264047,0.984752576183963,0.00195879083781949,1.11729577837111,0.000122398157978732
"125","1",0.674,0.462,226333,0.000632,-9.271,0.0916,0.748,"Other",0.287312766725486,1.57935675328271,1.58286172478418,0.00442374829372679,1.11695313072865,0.00110709631711319
"126","1",0.0161,0.526,241440,0,-6.525,0.0356,0.299,"Other",0.377527053308718,1.39578870067562,1.39710141964364,0.00187832069029965,1.11707665261669,0.000310867390906012
"127","1",0.107,0.645,591707,0.0266,-7.697,0.0569,0.886,"Other",0.78336988661659,0.698785085466058,0.703067254665271,0.0121442962237694,1.1174018356812,0.000344141686435371
"128","1",0.0134,0.405,592920,7.62e-05,-6.109,0.0482,0.204,"Other",0.560294812333649,1.07637556938425,1.08574822235125,0.0171903547386825,1.11724912768462,0.00139666100237854
"129","1",0.0219,0.735,269817,0.89,-6.177,0.0284,0.886,"Other",0.832692463746607,0.605129566561874,0.606820446222449,0.00556515156515845,1.1174299575794,0.000113072031858917
"130","1",0.0452,0.746,238146,7.77e-05,-6.607,0.0482,0.216,"Other",0.447354704665485,1.26838754038323,1.27047110699366,0.00327730096226528,1.11715202206998,0.000407532356729319
"131","1",0.0551,0.547,251093,0,-8.904,0.227,0.187,"Other",0.592736590453765,1.02274647581173,1.02482787809936,0.00405782998594375,1.11727781215537,0.000281086028308048
"132","1",0.0224,0.634,221960,0,-8.982,0.172,0.659,"Other",0.666345068008157,0.901052298690005,0.902207622160264,0.00255946351195557,1.11733052538073,0.000128817028093936
"133","1",0.244,0.607,253800,0.000177,-8.704,0.193,0.16,"Other",0.495606572156445,1.18488216148721,1.18676809550326,0.00317574346980971,1.11719791083807,0.000325267432115423
"134","1",0.0668,0.704,199246,1.93e-06,-7.874,0.171,0.694,"Other",0.645049974558132,0.936405345192659,0.937346905032489,0.00200798005289647,1.11731610536368,0.000110937686842263
"135","1",7.19e-05,0.558,258187,0.00746,-5.206,0.0321,0.492,"Other",0.420649766466554,1.31602028871768,1.31702177377993,0.00152025472821318,1.11712514777418,0.000210018899407606
"136","1",0.0227,0.698,248053,0.0599,-6.616,0.111,0.786,"Other",0.649110222424926,0.929680313283412,0.930437872120401,0.00162772917778482,1.11731898413091,8.82773719421778e-05
"137","1",0.103,0.772,191160,6.61e-05,-5.96,0.309,0.564,"Other",0.711185440070888,0.825617426334104,0.827297041136967,0.00405636598596148,1.11735942663547,0.000166074838567669
"138","1",0.0956,0.788,238467,0,-5.767,0.0335,0.678,"Other",0.511959348192516,1.15716036499382,1.15819602927136,0.0017876097024534,1.1172128588662,0.000171020161301655
"139","1",0.00919,0.944,261973,0,-4.141,0.108,0.891,"Other",0.704066587705558,0.837713963698737,0.838999944842278,0.00306316014582066,1.11735507659734,0.00012954321770979
"140","1",0.354,0.729,176880,0,-4.579,0.144,0.853,"Other",0.457961054681053,1.24977688563278,1.25177368432598,0.00318780638388454,1.11716254395942,0.000379723256659317
"141","1",0.00469,0.721,228933,0.0103,-4.378,0.306,0.578,"Other",0.725094311618039,0.801814875887673,0.803300063669701,0.00369429780588541,1.11736815529779,0.000141102886617158
"142","1",0.00102,0.798,227587,3.22e-06,-6.335,0.263,0.482,"Other",0.730364696613345,0.792731083266699,0.793985588557827,0.00315752387359237,1.11737147411335,0.000117308789518727
"143","1",0.0512,0.851,224653,0,-13.584,0.334,0.365,"Other",0.858304863752056,0.552803624349012,0.554446256135528,0.00591652840824709,1.11744352400453,9.88404281187256e-05
"144","1",0.0252,0.34,147467,0,-3.397,0.0387,0.654,"Other",0.261742643602296,1.63731092605998,1.64054975867987,0.00394457466781432,1.1169116340173,0.00112141528013344
"145","1",0.221,0.767,194066,0.0723,-6.426,0.0402,0.779,"Other",0.48644470835933,1.20052658087783,1.20176634948086,0.00206217975281547,1.11718991833657,0.000218611638642947
"146","1",0.937,0.772,220093,0.018,-8.412,0.0536,0.592,"Other",0.230772647742671,1.71249657635754,1.71803914894001,0.00644179980267477,1.11685355347725,0.0021751588829008
"147","1",2.13e-05,0.259,350920,0.823,-6.298,0.0332,0.682,"D",0.792615638268521,0.68178716338625,0.685891449486844,0.0119319357135296,1.11740715719386,0.000319779447213524
"148","1",0.284,0.633,226747,0,-6.954,0.327,0.324,"Other",0.601793917200615,1.00780972659845,1.01062928942033,0.00557203257574215,1.11728425954319,0.000372843935094353
"149","1",0.0962,0.654,252095,0.0031,-12.977,0.474,0.111,"D",0.905937722568967,0.444487827028217,0.446344672535239,0.00830292495871873,1.11746765549905,8.76577247981474e-05
"150","1",0.334,0.726,221787,0.00135,-6.434,0.23,0.48,"Other",0.542386215504785,1.10614371269853,1.10777833352117,0.0029489921628236,1.11723834689101,0.000250281828500609
"151","1",0.0648,0.855,310907,0,-4.968,0.143,0.433,"Other",0.639861673276693,0.944990223752851,0.946489370580497,0.00316529614181496,1.11731226324963,0.000179288029963043
"152","1",0.185,0.704,282253,0.0972,-7.893,0.131,0.349,"Other",0.575562034625218,1.05110252978227,1.05191689854902,0.0015477525563448,1.11726526177846,0.000114490385333357
"153","1",0.689,0.658,238560,0,-10.866,0.0448,0.197,"Other",0.24736161708818,1.67146880091548,1.67476721560921,0.00393507418569862,1.11688631784928,0.00120678993727081
"154","1",0.000472,0.502,244204,0.043,-4.982,0.0638,0.593,"D",0.571348852315721,1.05806928517477,1.06201412077927,0.00741517275706477,1.11726049992056,0.000564662102154254
"155","1",0.00157,0.79,217707,0,-6.432,0.271,0.314,"Other",0.699881979915798,0.844800045304945,0.84659989018668,0.00424741768955973,1.11735221891879,0.000183691622301177
"156","1",0.0233,0.738,242188,0.0317,-6.246,0.0822,0.863,"D",0.738421268667099,0.778769275829464,0.781317958446087,0.00651341915168904,1.1173759255506,0.000233767023947921
